"sale_id","prefix_length","previous_products","answer_product_ids"
"5143","3","[331,172,269]","[173,80,275,111,86]"
"5143","4","[331,172,269,173]","[80,275,111,86]"
"5143","5","[331,172,269,173,80]","[275,111,86]"
"5143","6","[331,172,269,173,80,275]","[111,86]"
"5143","7","[331,172,269,173,80,275,111]","[86]"
"5145","1","[169]","[304,130,272,80]"
"5145","2","[169,304]","[130,272,80]"
"5145","3","[169,304,130]","[272,80]"
"5145","4","[169,304,130,272]","[80]"
"5146","1","[72]","[238,110,328]"
"5146","2","[72,238]","[110,328]"
"5146","3","[72,238,110]","[328]"
"5147","1","[296]","[227,314,72,331,274,173,286]"
"5147","2","[296,227]","[314,72,331,274,173,286]"
"5147","3","[296,227,314]","[72,331,274,173,286]"
"5147","4","[296,227,314,72]","[331,274,173,286]"
"5147","5","[296,227,314,72,331]","[274,173,286]"
"5147","6","[296,227,314,72,331,274]","[173,286]"
"5147","7","[296,227,314,72,331,274,173]","[286]"
"5149","1","[60]","[277,295,2,144,331,267]"
"5149","2","[60,277]","[295,2,144,331,267]"
"5149","3","[60,277,295]","[2,144,331,267]"
"5149","4","[60,277,295,2]","[144,331,267]"
"5149","5","[60,277,295,2,144]","[331,267]"
"5149","6","[60,277,295,2,144,331]","[267]"
"5152","1","[200]","[203,134,329,240,111,15]"
"5152","2","[200,203]","[134,329,240,111,15]"
"5152","3","[200,203,134]","[329,240,111,15]"
"5152","4","[200,203,134,329]","[240,111,15]"
"5152","5","[200,203,134,329,240]","[111,15]"
"5152","6","[200,203,134,329,240,111]","[15]"
"5153","1","[173]","[331]"
"5157","1","[276]","[346]"
"5158","1","[56]","[332]"
"5159","1","[196]","[331,318,267,173]"
"5159","2","[196,331]","[318,267,173]"
"5159","3","[196,331,318]","[267,173]"
"5159","4","[196,331,318,267]","[173]"
"5160","1","[331]","[296,313,36,267]"
"5160","2","[331,296]","[313,36,267]"
"5160","3","[331,296,313]","[36,267]"
"5160","4","[331,296,313,36]","[267]"
"5161","1","[331]","[128]"
"5163","1","[75]","[112,304]"
"5163","2","[75,112]","[304]"
"5171","1","[331]","[60,174]"
"5171","2","[331,60]","[174]"
"5172","1","[331]","[172,173,130,190,4,227,228]"
"5172","2","[331,172]","[173,130,190,4,227,228]"
"5172","3","[331,172,173]","[130,190,4,227,228]"
"5172","4","[331,172,173,130]","[190,4,227,228]"
"5172","5","[331,172,173,130,190]","[4,227,228]"
"5172","6","[331,172,173,130,190,4]","[227,228]"
"5172","7","[331,172,173,130,190,4,227]","[228]"
"5173","1","[331]","[228,280,279,112]"
"5173","2","[331,228]","[280,279,112]"
"5173","3","[331,228,280]","[279,112]"
"5173","4","[331,228,280,279]","[112]"
"5174","1","[262]","[315,36,297,338,6,256]"
"5174","2","[262,315]","[36,297,338,6,256]"
"5174","3","[262,315,36]","[297,338,6,256]"
"5174","4","[262,315,36,297]","[338,6,256]"
"5174","5","[262,315,36,297,338]","[6,256]"
"5174","6","[262,315,36,297,338,6]","[256]"
"5176","1","[323]","[331,172,286,144,111]"
"5176","2","[323,331]","[172,286,144,111]"
"5176","3","[323,331,172]","[286,144,111]"
"5176","4","[323,331,172,286]","[144,111]"
"5176","5","[323,331,172,286,144]","[111]"
"5177","1","[70]","[86,299,77,265,238,239,82,246,173,3,318]"
"5177","2","[70,86]","[299,77,265,238,239,82,246,173,3,318]"
"5177","3","[70,86,299]","[77,265,238,239,82,246,173,3,318]"
"5177","4","[70,86,299,77]","[265,238,239,82,246,173,3,318]"
"5177","5","[70,86,299,77,265]","[238,239,82,246,173,3,318]"
"5177","6","[70,86,299,77,265,238]","[239,82,246,173,3,318]"
"5177","7","[70,86,299,77,265,238,239]","[82,246,173,3,318]"
"5177","8","[70,86,299,77,265,238,239,82]","[246,173,3,318]"
"5177","9","[70,86,299,77,265,238,239,82,246]","[173,3,318]"
"5177","10","[70,86,299,77,265,238,239,82,246,173]","[3,318]"
"5177","11","[70,86,299,77,265,238,239,82,246,173,3]","[318]"
"5178","1","[331]","[346,128,329,172,72]"
"5178","2","[331,346]","[128,329,172,72]"
"5178","3","[331,346,128]","[329,172,72]"
"5178","4","[331,346,128,329]","[172,72]"
"5178","5","[331,346,128,329,172]","[72]"
"5179","1","[206]","[128,331,228,286,227]"
"5179","2","[206,128]","[331,228,286,227]"
"5179","3","[206,128,331]","[228,286,227]"
"5179","4","[206,128,331,228]","[286,227]"
"5179","5","[206,128,331,228,286]","[227]"
"5180","1","[346]","[299,244,244,62,295,123,172,305,111,267]"
"5180","2","[346,299]","[244,244,62,295,123,172,305,111,267]"
"5180","3","[346,299,244]","[244,62,295,123,172,305,111,267]"
"5180","4","[346,299,244,244]","[62,295,123,172,305,111,267]"
"5180","5","[346,299,244,244,62]","[295,123,172,305,111,267]"
"5180","6","[346,299,244,244,62,295]","[123,172,305,111,267]"
"5180","7","[346,299,244,244,62,295,123]","[172,305,111,267]"
"5180","8","[346,299,244,244,62,295,123,172]","[305,111,267]"
"5180","9","[346,299,244,244,62,295,123,172,305]","[111,267]"
"5180","10","[346,299,244,244,62,295,123,172,305,111]","[267]"
"5181","1","[78]","[75,85,9,173]"
"5181","2","[78,75]","[85,9,173]"
"5181","3","[78,75,85]","[9,173]"
"5181","4","[78,75,85,9]","[173]"
"5182","1","[331]","[55,128,280,299,287,286]"
"5182","2","[331,55]","[128,280,299,287,286]"
"5182","3","[331,55,128]","[280,299,287,286]"
"5182","4","[331,55,128,280]","[299,287,286]"
"5182","5","[331,55,128,280,299]","[287,286]"
"5182","6","[331,55,128,280,299,287]","[286]"
"5183","1","[295]","[270,251,188]"
"5183","2","[295,270]","[251,188]"
"5183","3","[295,270,251]","[188]"
"5184","1","[172]","[331,173,207,1,323,111,267]"
"5184","2","[172,331]","[173,207,1,323,111,267]"
"5184","3","[172,331,173]","[207,1,323,111,267]"
"5184","4","[172,331,173,207]","[1,323,111,267]"
"5184","5","[172,331,173,207,1]","[323,111,267]"
"5184","6","[172,331,173,207,1,323]","[111,267]"
"5184","7","[172,331,173,207,1,323,111]","[267]"
"5188","1","[331]","[280,286]"
"5188","2","[331,280]","[286]"
"5189","1","[282]","[321,301]"
"5189","2","[282,321]","[301]"
"5190","1","[315]","[3,277,70,206]"
"5190","2","[315,3]","[277,70,206]"
"5190","3","[315,3,277]","[70,206]"
"5190","4","[315,3,277,70]","[206]"
"5192","1","[331]","[282,329]"
"5192","2","[331,282]","[329]"
"5194","1","[331]","[128,123,217,12]"
"5194","2","[331,128]","[123,217,12]"
"5194","3","[331,128,123]","[217,12]"
"5194","4","[331,128,123,217]","[12]"
"5198","1","[76]","[111]"
"5199","1","[331]","[285,75,78,200,203,205]"
"5199","2","[331,285]","[75,78,200,203,205]"
"5199","3","[331,285,75]","[78,200,203,205]"
"5199","4","[331,285,75,78]","[200,203,205]"
"5199","5","[331,285,75,78,200]","[203,205]"
"5199","6","[331,285,75,78,200,203]","[205]"
"5200","1","[80]","[244,238,122,35,276,206]"
"5200","2","[80,244]","[238,122,35,276,206]"
"5200","3","[80,244,238]","[122,35,276,206]"
"5200","4","[80,244,238,122]","[35,276,206]"
"5200","5","[80,244,238,122,35]","[276,206]"
"5200","6","[80,244,238,122,35,276]","[206]"
"5202","1","[76]","[112,86,266,78]"
"5202","2","[76,112]","[86,266,78]"
"5202","3","[76,112,86]","[266,78]"
"5202","4","[76,112,86,266]","[78]"
"5203","1","[227]","[200,328,144,285,196,59]"
"5203","2","[227,200]","[328,144,285,196,59]"
"5203","3","[227,200,328]","[144,285,196,59]"
"5203","4","[227,200,328,144]","[285,196,59]"
"5203","5","[227,200,328,144,285]","[196,59]"
"5203","6","[227,200,328,144,285,196]","[59]"
"5204","1","[12]","[38,196,86,238,273,272,36,37,63,206,6,345,344]"
"5204","2","[12,38]","[196,86,238,273,272,36,37,63,206,6,345,344]"
"5204","3","[12,38,196]","[86,238,273,272,36,37,63,206,6,345,344]"
"5204","4","[12,38,196,86]","[238,273,272,36,37,63,206,6,345,344]"
"5204","5","[12,38,196,86,238]","[273,272,36,37,63,206,6,345,344]"
"5204","6","[12,38,196,86,238,273]","[272,36,37,63,206,6,345,344]"
"5204","7","[12,38,196,86,238,273,272]","[36,37,63,206,6,345,344]"
"5204","8","[12,38,196,86,238,273,272,36]","[37,63,206,6,345,344]"
"5204","9","[12,38,196,86,238,273,272,36,37]","[63,206,6,345,344]"
"5204","10","[12,38,196,86,238,273,272,36,37,63]","[206,6,345,344]"
"5204","11","[12,38,196,86,238,273,272,36,37,63,206]","[6,345,344]"
"5204","12","[12,38,196,86,238,273,272,36,37,63,206,6]","[345,344]"
"5204","13","[12,38,196,86,238,273,272,36,37,63,206,6,345]","[344]"
"5205","1","[299]","[15,123,239,323]"
"5205","2","[299,15]","[123,239,323]"
"5205","3","[299,15,123]","[239,323]"
"5205","4","[299,15,123,239]","[323]"
"5206","1","[111]","[174,78]"
"5206","2","[111,174]","[78]"
"5207","1","[127]","[268,110,72,129,262,140,12,296,285,31]"
"5207","2","[127,268]","[110,72,129,262,140,12,296,285,31]"
"5207","3","[127,268,110]","[72,129,262,140,12,296,285,31]"
"5207","4","[127,268,110,72]","[129,262,140,12,296,285,31]"
"5207","5","[127,268,110,72,129]","[262,140,12,296,285,31]"
"5207","6","[127,268,110,72,129,262]","[140,12,296,285,31]"
"5207","7","[127,268,110,72,129,262,140]","[12,296,285,31]"
"5207","8","[127,268,110,72,129,262,140,12]","[296,285,31]"
"5207","9","[127,268,110,72,129,262,140,12,296]","[285,31]"
"5207","10","[127,268,110,72,129,262,140,12,296,285]","[31]"
"5208","1","[331]","[172]"
"5209","1","[232]","[278,123,172,173]"
"5209","2","[232,278]","[123,172,173]"
"5209","3","[232,278,123]","[172,173]"
"5209","4","[232,278,123,172]","[173]"
"5211","1","[76]","[78,238,35,206]"
"5211","2","[76,78]","[238,35,206]"
"5211","3","[76,78,238]","[35,206]"
"5211","4","[76,78,238,35]","[206]"
"5212","1","[134]","[111]"
"5213","1","[313]","[6,134,203]"
"5213","2","[313,6]","[134,203]"
"5213","3","[313,6,134]","[203]"
"5214","1","[123]","[331,173,72,304]"
"5214","2","[123,331]","[173,72,304]"
"5214","3","[123,331,173]","[72,304]"
"5214","4","[123,331,173,72]","[304]"
"5215","1","[111]","[14]"
"5216","1","[331]","[313,111,304,305,59]"
"5216","2","[331,313]","[111,304,305,59]"
"5216","3","[331,313,111]","[304,305,59]"
"5216","4","[331,313,111,304]","[305,59]"
"5216","5","[331,313,111,304,305]","[59]"
"5217","1","[104]","[153]"
"5219","1","[73]","[274,35]"
"5219","2","[73,274]","[35]"
"5221","1","[36]","[37,80,318,329,233,332,86,111,105]"
"5221","2","[36,37]","[80,318,329,233,332,86,111,105]"
"5221","3","[36,37,80]","[318,329,233,332,86,111,105]"
"5221","4","[36,37,80,318]","[329,233,332,86,111,105]"
"5221","5","[36,37,80,318,329]","[233,332,86,111,105]"
"5221","6","[36,37,80,318,329,233]","[332,86,111,105]"
"5221","7","[36,37,80,318,329,233,332]","[86,111,105]"
"5221","8","[36,37,80,318,329,233,332,86]","[111,105]"
"5221","9","[36,37,80,318,329,233,332,86,111]","[105]"
"5223","1","[329]","[239,295,78,80,251]"
"5223","2","[329,239]","[295,78,80,251]"
"5223","3","[329,239,295]","[78,80,251]"
"5223","4","[329,239,295,78]","[80,251]"
"5223","5","[329,239,295,78,80]","[251]"
"5224","1","[267]","[346,321,272,301,60,80,248]"
"5224","2","[267,346]","[321,272,301,60,80,248]"
"5224","3","[267,346,321]","[272,301,60,80,248]"
"5224","4","[267,346,321,272]","[301,60,80,248]"
"5224","5","[267,346,321,272,301]","[60,80,248]"
"5224","6","[267,346,321,272,301,60]","[80,248]"
"5224","7","[267,346,321,272,301,60,80]","[248]"
"5225","1","[331]","[75,77]"
"5225","2","[331,75]","[77]"
"5226","1","[295]","[331]"
"5227","1","[12]","[9,227,331,172]"
"5227","2","[12,9]","[227,331,172]"
"5227","3","[12,9,227]","[331,172]"
"5227","4","[12,9,227,331]","[172]"
"5228","1","[295]","[331,227,304]"
"5228","2","[295,331]","[227,304]"
"5228","3","[295,331,227]","[304]"
"5229","1","[228]","[200,314,4,144,80]"
"5229","2","[228,200]","[314,4,144,80]"
"5229","3","[228,200,314]","[4,144,80]"
"5229","4","[228,200,314,4]","[144,80]"
"5229","5","[228,200,314,4,144]","[80]"
"5231","1","[200]","[203,127,331,80,346]"
"5231","2","[200,203]","[127,331,80,346]"
"5231","3","[200,203,127]","[331,80,346]"
"5231","4","[200,203,127,331]","[80,346]"
"5231","5","[200,203,127,331,80]","[346]"
"5234","1","[172]","[207,173]"
"5234","2","[172,207]","[173]"
"5235","1","[346]","[275,127,200,4]"
"5235","2","[346,275]","[127,200,4]"
"5235","3","[346,275,127]","[200,4]"
"5235","4","[346,275,127,200]","[4]"
"5236","1","[331]","[281,295]"
"5236","2","[331,281]","[295]"
"5237","1","[286]","[1,295,275,5,280,129,331]"
"5237","2","[286,1]","[295,275,5,280,129,331]"
"5237","3","[286,1,295]","[275,5,280,129,331]"
"5237","4","[286,1,295,275]","[5,280,129,331]"
"5237","5","[286,1,295,275,5]","[280,129,331]"
"5237","6","[286,1,295,275,5,280]","[129,331]"
"5237","7","[286,1,295,275,5,280,129]","[331]"
"5238","1","[295]","[275,128,111,331,130,228]"
"5238","2","[295,275]","[128,111,331,130,228]"
"5238","3","[295,275,128]","[111,331,130,228]"
"5238","4","[295,275,128,111]","[331,130,228]"
"5238","5","[295,275,128,111,331]","[130,228]"
"5238","6","[295,275,128,111,331,130]","[228]"
"5239","1","[322]","[190]"
"5240","1","[107]","[108]"
"5241","1","[67]","[204]"
"5242","1","[331]","[173,62]"
"5242","2","[331,173]","[62]"
"5243","1","[313]","[1,134,329,111,70,78,75]"
"5243","2","[313,1]","[134,329,111,70,78,75]"
"5243","3","[313,1,134]","[329,111,70,78,75]"
"5243","4","[313,1,134,329]","[111,70,78,75]"
"5243","5","[313,1,134,329,111]","[70,78,75]"
"5243","6","[313,1,134,329,111,70]","[78,75]"
"5243","7","[313,1,134,329,111,70,78]","[75]"
"5244","1","[76]","[78,77,71,66,295,331,130]"
"5244","2","[76,78]","[77,71,66,295,331,130]"
"5244","3","[76,78,77]","[71,66,295,331,130]"
"5244","4","[76,78,77,71]","[66,295,331,130]"
"5244","5","[76,78,77,71,66]","[295,331,130]"
"5244","6","[76,78,77,71,66,295]","[331,130]"
"5244","7","[76,78,77,71,66,295,331]","[130]"
"5245","1","[80]","[301]"
"5246","1","[257]","[12]"
"5247","1","[257]","[256,37,62,205,127,172,331,131,173,196,302,59,114]"
"5247","2","[257,256]","[37,62,205,127,172,331,131,173,196,302,59,114]"
"5247","3","[257,256,37]","[62,205,127,172,331,131,173,196,302,59,114]"
"5247","4","[257,256,37,62]","[205,127,172,331,131,173,196,302,59,114]"
"5247","5","[257,256,37,62,205]","[127,172,331,131,173,196,302,59,114]"
"5247","6","[257,256,37,62,205,127]","[172,331,131,173,196,302,59,114]"
"5247","7","[257,256,37,62,205,127,172]","[331,131,173,196,302,59,114]"
"5247","8","[257,256,37,62,205,127,172,331]","[131,173,196,302,59,114]"
"5247","9","[257,256,37,62,205,127,172,331,131]","[173,196,302,59,114]"
"5247","10","[257,256,37,62,205,127,172,331,131,173]","[196,302,59,114]"
"5247","11","[257,256,37,62,205,127,172,331,131,173,196]","[302,59,114]"
"5247","12","[257,256,37,62,205,127,172,331,131,173,196,302]","[59,114]"
"5247","13","[257,256,37,62,205,127,172,331,131,173,196,302,59]","[114]"
"5248","1","[12]","[130,304,301,305,275]"
"5248","2","[12,130]","[304,301,305,275]"
"5248","3","[12,130,304]","[301,305,275]"
"5248","4","[12,130,304,301]","[305,275]"
"5248","5","[12,130,304,301,305]","[275]"
"5249","1","[286]","[287,331,111]"
"5249","2","[286,287]","[331,111]"
"5249","3","[286,287,331]","[111]"
"5250","1","[15]","[111,116,86,70,240,1,323]"
"5250","2","[15,111]","[116,86,70,240,1,323]"
"5250","3","[15,111,116]","[86,70,240,1,323]"
"5250","4","[15,111,116,86]","[70,240,1,323]"
"5250","5","[15,111,116,86,70]","[240,1,323]"
"5250","6","[15,111,116,86,70,240]","[1,323]"
"5250","7","[15,111,116,86,70,240,1]","[323]"
"5251","1","[323]","[331,327,299]"
"5251","2","[323,331]","[327,299]"
"5251","3","[323,331,327]","[299]"
"5252","1","[55]","[57,205]"
"5252","2","[55,57]","[205]"
"5253","1","[315]","[129,111,266,245,14,200,190,155]"
"5253","2","[315,129]","[111,266,245,14,200,190,155]"
"5253","3","[315,129,111]","[266,245,14,200,190,155]"
"5253","4","[315,129,111,266]","[245,14,200,190,155]"
"5253","5","[315,129,111,266,245]","[14,200,190,155]"
"5253","6","[315,129,111,266,245,14]","[200,190,155]"
"5253","7","[315,129,111,266,245,14,200]","[190,155]"
"5253","8","[315,129,111,266,245,14,200,190]","[155]"
"5254","1","[173]","[111]"
"5255","1","[200]","[203,134,282]"
"5255","2","[200,203]","[134,282]"
"5255","3","[200,203,134]","[282]"
"5256","1","[63]","[127,72,206,287,12]"
"5256","2","[63,127]","[72,206,287,12]"
"5256","3","[63,127,72]","[206,287,12]"
"5256","4","[63,127,72,206]","[287,12]"
"5256","5","[63,127,72,206,287]","[12]"
"5257","1","[78]","[75,86,318,204,64,333]"
"5257","2","[78,75]","[86,318,204,64,333]"
"5257","3","[78,75,86]","[318,204,64,333]"
"5257","4","[78,75,86,318]","[204,64,333]"
"5257","5","[78,75,86,318,204]","[64,333]"
"5257","6","[78,75,86,318,204,64]","[333]"
"5258","1","[269]","[37,227,304]"
"5258","2","[269,37]","[227,304]"
"5258","3","[269,37,227]","[304]"
"5259","1","[230]","[322,134,5]"
"5259","2","[230,322]","[134,5]"
"5259","3","[230,322,134]","[5]"
"5260","1","[57]","[58,9,109,281,123,315,233,232,286,14]"
"5260","2","[57,58]","[9,109,281,123,315,233,232,286,14]"
"5260","3","[57,58,9]","[109,281,123,315,233,232,286,14]"
"5260","4","[57,58,9,109]","[281,123,315,233,232,286,14]"
"5260","5","[57,58,9,109,281]","[123,315,233,232,286,14]"
"5260","6","[57,58,9,109,281,123]","[315,233,232,286,14]"
"5260","7","[57,58,9,109,281,123,315]","[233,232,286,14]"
"5260","8","[57,58,9,109,281,123,315,233]","[232,286,14]"
"5260","9","[57,58,9,109,281,123,315,233,232]","[286,14]"
"5260","10","[57,58,9,109,281,123,315,233,232,286]","[14]"
"5261","1","[328]","[327,250,127]"
"5261","2","[328,327]","[250,127]"
"5261","3","[328,327,250]","[127]"
"5262","1","[228]","[102,331,173,2,244]"
"5262","2","[228,102]","[331,173,2,244]"
"5262","3","[228,102,331]","[173,2,244]"
"5262","4","[228,102,331,173]","[2,244]"
"5262","5","[228,102,331,173,2]","[244]"
"5265","1","[304]","[55,295,207,240,285,331,217]"
"5265","2","[304,55]","[295,207,240,285,331,217]"
"5265","3","[304,55,295]","[207,240,285,331,217]"
"5265","4","[304,55,295,207]","[240,285,331,217]"
"5265","5","[304,55,295,207,240]","[285,331,217]"
"5265","6","[304,55,295,207,240,285]","[331,217]"
"5265","7","[304,55,295,207,240,285,331]","[217]"
"5266","1","[3]","[4]"
"5267","1","[134]","[200,240,329]"
"5267","2","[134,200]","[240,329]"
"5267","3","[134,200,240]","[329]"
"5268","1","[111]","[281,72]"
"5268","2","[111,281]","[72]"
"5270","1","[9]","[227,111,286,286,4,201,329,172]"
"5270","2","[9,227]","[111,286,286,4,201,329,172]"
"5270","3","[9,227,111]","[286,286,4,201,329,172]"
"5270","4","[9,227,111,286]","[286,4,201,329,172]"
"5270","5","[9,227,111,286,286]","[4,201,329,172]"
"5270","6","[9,227,111,286,286,4]","[201,329,172]"
"5270","7","[9,227,111,286,286,4,201]","[329,172]"
"5270","8","[9,227,111,286,286,4,201,329]","[172]"
"5271","1","[301]","[306,127,14,156,71,36]"
"5271","2","[301,306]","[127,14,156,71,36]"
"5271","3","[301,306,127]","[14,156,71,36]"
"5271","4","[301,306,127,14]","[156,71,36]"
"5271","5","[301,306,127,14,156]","[71,36]"
"5271","6","[301,306,127,14,156,71]","[36]"
"5273","1","[295]","[331,282,246]"
"5273","2","[295,331]","[282,246]"
"5273","3","[295,331,282]","[246]"
"5274","1","[256]","[257,297,321,274,313,322,217,275,306,267,31]"
"5274","2","[256,257]","[297,321,274,313,322,217,275,306,267,31]"
"5274","3","[256,257,297]","[321,274,313,322,217,275,306,267,31]"
"5274","4","[256,257,297,321]","[274,313,322,217,275,306,267,31]"
"5274","5","[256,257,297,321,274]","[313,322,217,275,306,267,31]"
"5274","6","[256,257,297,321,274,313]","[322,217,275,306,267,31]"
"5274","7","[256,257,297,321,274,313,322]","[217,275,306,267,31]"
"5274","8","[256,257,297,321,274,313,322,217]","[275,306,267,31]"
"5274","9","[256,257,297,321,274,313,322,217,275]","[306,267,31]"
"5274","10","[256,257,297,321,274,313,322,217,275,306]","[267,31]"
"5274","11","[256,257,297,321,274,313,322,217,275,306,267]","[31]"
"5275","1","[322]","[35,72,173,111]"
"5275","2","[322,35]","[72,173,111]"
"5275","3","[322,35,72]","[173,111]"
"5275","4","[322,35,72,173]","[111]"
"5276","1","[155]","[322]"
"5277","1","[265]","[228,215]"
"5277","2","[265,228]","[215]"
